,Acc_superm,Acc_postof,Acc_parks_,Acc_jobs_t,Acc_hospit
13379,4,1,1,32570,0
13380,6,1,8,33691,1
13381,0,0,3,1104,1
13382,14,2,20,15679,1
13383,11,2,17,12641,1
13384,41,4,41,43763,2
13385,0,0,3,264,0
13386,5,0,4,15771,0
13387,11,1,6,9469,1
13388,0,1,2,500,0
13389,3,1,6,1963,0
13390,3,2,14,18435,0
13391,9,4,13,27181,0
13392,21,4,40,50712,1
13393,8,1,6,10372,1
13394,9,2,13,46542,0
13395,9,3,18,17521,1
13396,4,1,10,5849,0
13397,20,8,32,72160,3
13398,5,2,11,7521,0
13399,16,2,20,18509,0
13400,6,2,11,6495,0
13401,1,0,1,387,0
13402,2,1,14,8426,0
13403,5,1,2,7806,0
13404,0,0,0,4239,0
13405,35,9,50,187759,2
13406,13,7,36,67426,4
13407,13,2,18,8936,0
13408,0,0,10,472,0
13409,30,10,60,232053,4
13410,0,0,4,1395,0
13411,2,0,0,2085,0
13412,12,4,12,22382,0
13413,4,1,4,40998,0
13414,16,4,13,64816,0
13415,1,0,3,522,0
13416,6,1,9,7401,0
13417,0,0,0,1357,0
13418,17,7,48,160852,3
13419,42,4,51,108047,1
13420,14,1,19,13387,1
13421,13,1,20,43590,1
13422,2,1,14,10305,1
13423,8,2,20,21824,1
13424,0,0,0,476,0
13425,10,3,15,13578,0
13426,28,5,44,37186,1
13427,8,3,13,33326,1
13428,14,3,21,28994,0
13429,18,2,9,30369,1
13430,12,2,27,61483,0
13431,8,2,12,14177,0
13432,23,7,38,95790,4
13433,0,0,0,5662,0
13434,13,3,7,10666,1
13435,11,1,13,47563,2
13436,0,0,2,565,0
13437,3,1,11,6444,0
13438,3,0,3,2723,1
13439,6,4,36,60361,2
13440,14,1,21,10147,0
13441,15,5,66,59901,1
13442,9,1,5,31257,0
13443,52,9,84,200074,2
13444,3,2,14,6663,0
13445,6,4,16,13099,1
13446,0,0,2,308,0
13447,24,6,47,39660,0
13448,83,13,111,313876,5
13449,4,5,3,43796,0
13450,18,2,9,29513,1
13451,0,0,0,116,0
13452,12,3,34,58592,0
13453,24,5,23,34509,2
13454,22,5,40,47623,1
13455,16,4,24,60891,3
13456,4,1,23,12375,1
13457,2,1,4,23992,0
13458,10,2,17,61348,1
13459,15,1,20,19760,0
13460,16,5,11,34626,2
13461,4,2,1,33092,0
13462,26,4,47,39190,1
13463,4,1,4,43535,0
13464,8,2,7,9616,0
13465,0,0,0,821,0
13466,4,1,12,5587,0
13467,13,6,40,54555,1
13468,0,0,1,120,0
13469,13,1,12,6986,0
13470,15,2,20,17565,1
13471,7,0,13,5706,0
13472,4,1,9,4346,0
13473,4,1,2,3369,0
13474,8,6,14,32377,1
13475,4,0,3,7529,0
13476,9,3,23,27877,1
13477,29,4,23,41671,1
13478,9,2,9,9982,1
13479,17,5,14,30319,1
13480,7,0,13,29387,0
13481,37,5,60,45750,1
13482,4,0,7,2717,0
13483,6,1,11,4611,0
13484,24,4,38,37043,0
13485,9,1,5,14358,0
13486,6,2,10,42492,1
13487,24,10,63,171459,5
13488,0,0,0,1350,0
13489,9,3,26,17127,0
13490,4,0,1,3483,1
13491,3,1,3,33455,0
13492,17,2,25,14743,1
13493,6,3,18,18779,1
13494,19,6,36,43095,0
13495,6,2,20,52352,2
13496,38,7,64,73952,0
13497,20,8,47,110328,4
13498,0,0,0,1487,0
13499,1,0,4,43165,0
13500,0,0,0,6062,0
13501,3,2,8,14994,0
13502,19,5,19,48490,1
13503,20,4,39,30952,0
13504,3,0,3,56099,0
13505,8,1,8,15902,0
13506,14,3,26,31984,0
13507,2,1,4,3105,0
13508,5,4,3,124468,0
13509,21,7,31,68196,3
13510,9,6,21,38023,1
13511,14,4,26,30182,0
13512,20,4,16,53583,2
13513,15,4,22,24709,1
13514,0,0,0,1350,0
13515,15,1,24,10611,0
13516,0,0,4,1073,0
13517,6,1,6,11612,1
13518,32,6,59,44242,1
13519,0,0,0,42,0
13520,4,1,3,3568,0
13521,4,1,2,2651,0
13522,6,0,3,7818,0
13523,22,5,44,177095,0
13524,8,0,12,6902,1
13525,1,0,1,9690,0
13526,6,1,6,3065,0
13527,1,2,25,17507,0
13528,40,6,23,42202,1
13529,19,5,34,34646,1
13530,8,2,16,15842,1
13531,10,1,9,14300,0
13532,26,5,45,39160,0
13533,49,8,49,106421,1
13534,5,2,11,13649,1
13535,9,3,8,19271,1
13536,1,0,6,2184,0
13537,2,1,3,1916,0
13538,4,2,17,30850,0
13539,14,1,22,10453,0
13540,9,2,9,17873,2
13541,21,5,39,41034,1
13542,22,5,21,32653,2
13543,34,7,33,74746,1
13544,7,2,11,26052,1
13545,15,4,33,78936,3
13546,23,6,35,32240,2
13547,6,2,2,11190,0
13548,0,0,5,885,0
13549,1,0,10,2505,0
13550,16,1,23,17908,0
13551,23,6,24,35114,1
13552,5,1,2,3134,0
13553,2,0,0,10415,0
13554,26,6,19,82495,1
13555,43,11,25,110723,2
13556,36,8,66,173833,1
13557,2,0,0,9824,0
13558,0,0,5,1788,0
13559,17,3,17,42108,0
13560,16,7,21,50785,2
13561,1,0,1,2267,0
13562,26,9,13,76656,1
13563,7,2,11,18411,1
13564,7,3,35,56023,2
13565,14,4,64,63325,1
13566,0,0,2,368,0
13567,0,0,1,245,0
13568,6,4,35,44675,1
13569,10,2,8,13822,1
13570,11,1,8,19526,1
13571,10,3,18,22394,0
13572,13,2,17,10825,0
13573,0,0,4,883,0
13574,7,1,5,6909,1
13575,7,1,17,9823,0
13576,13,2,20,23049,1
13577,14,1,17,20151,1
13578,4,1,16,40797,1
13579,0,0,3,886,0
13580,17,7,28,77731,3
13581,8,2,9,40285,1
13582,14,5,33,25902,1
13583,0,0,0,2,0
13584,38,4,29,45757,2
13585,0,0,3,814,0
13586,7,2,12,7832,0
13587,4,1,10,5289,0
13588,1,0,1,373,0
13589,4,1,3,7179,0
13590,35,5,22,83464,2
13591,23,2,6,23103,1
13592,7,1,10,14015,1
13593,3,1,6,11050,0
13594,28,2,13,25538,1
13595,8,2,17,15734,0
13596,33,5,43,45265,2
13597,1,1,7,10087,1
13598,0,0,1,629,0
13599,0,0,0,34,0
13600,10,3,15,15987,0
13601,4,1,7,6551,1
13602,14,2,7,14091,1
13603,4,2,9,4563,0
13604,29,4,20,34536,1
13605,9,3,26,17273,0
13606,15,2,17,10541,0
13607,1,0,4,687,0
13608,1,0,3,550,0
13609,0,0,3,4564,0
13610,9,3,27,17583,0
13611,14,1,20,7629,0
13612,2,0,2,1525,0
13613,48,9,39,89480,1
13614,3,1,3,14102,0
13615,2,5,5,115754,0
13616,5,1,3,3964,1
13617,15,1,20,8521,0
13618,14,3,31,42117,1
13619,33,2,38,27937,2
13620,3,1,6,4160,0
13621,9,3,18,13343,0
13622,2,0,2,2333,1
13623,8,3,16,30307,0
13624,11,1,13,9828,1
13625,4,0,5,46202,0
13626,2,1,14,8437,0
13627,10,2,5,33599,0
13628,16,8,44,135400,3
13629,3,0,2,2549,0
13630,14,3,3,14285,1
13631,9,2,5,17615,2
13632,0,0,0,1517,0
13633,19,4,18,25730,1
13634,43,9,40,112597,2
13635,5,2,3,30385,0
13636,10,2,18,15056,0
13637,7,3,40,62217,3
13638,1,0,1,205,0
13639,6,3,13,11276,1
13640,1,0,1,434,0
13641,16,5,37,82841,2
13642,18,3,29,25777,0
13643,10,3,22,16953,0
13644,18,2,13,32111,1
13645,4,1,14,13714,1
13646,9,1,11,8638,1
13647,9,3,16,43438,1
13648,32,4,30,43988,2
13649,17,1,24,14247,1
13650,5,0,16,7697,0
13651,17,2,13,28553,1
13652,4,0,6,2341,0
13653,47,6,29,125803,1
13654,12,3,16,16103,1
13655,16,8,29,64732,2
13656,0,0,0,16,0
13657,2,0,1,854,0
13658,8,2,12,19053,0
13659,18,7,27,63104,3
13660,33,3,21,38376,2
13661,0,0,1,66,0
13662,2,0,7,1901,0
13663,1,1,5,2970,0
13664,4,4,6,11845,0
13665,17,4,22,15147,1
13666,21,7,31,32205,0
13667,1,1,4,1113,0
13668,4,1,5,11959,0
13669,12,1,12,13829,1
13670,10,1,12,8853,1
13671,9,2,11,27695,0
13672,0,0,5,799,0
13673,15,6,51,98188,3
13674,44,4,24,83145,0
13675,0,0,0,0,0
13676,0,0,0,821,0
13677,0,0,2,1367,0
13678,0,0,2,885,0
13679,11,7,27,55538,3
13680,8,2,17,39386,0
13681,28,5,61,66244,1
13682,21,3,29,147822,2
13683,0,0,4,669,0
13684,6,2,11,4963,0
13685,0,0,3,6594,0
13686,2,1,4,6028,0
13687,5,1,3,38077,0
13688,30,12,81,253238,4
13689,4,4,13,9095,1
13690,9,2,11,27696,0
13691,1,0,10,2569,0
13692,9,1,5,18570,0
13693,11,3,24,19478,1
13694,7,3,14,77091,0
13695,22,5,28,24749,1
13696,9,2,13,29495,1
13697,14,1,20,16908,1
13698,3,1,5,2363,0
13699,37,5,21,54647,2
13700,11,2,15,8202,0
13701,1,1,10,5717,0
13702,0,3,0,66440,0
13703,3,0,5,5828,0
13704,5,0,3,12060,0
13705,1,1,4,2194,0
13706,1,3,3,97857,0
13707,1,0,7,1752,0
13708,6,1,14,6088,0
13709,2,0,5,21486,1
13710,1,0,2,1808,0
13711,9,1,14,6344,0
13712,9,1,9,17689,0
13713,48,9,39,89890,1
13714,3,0,4,20386,0
13715,19,3,41,29402,1
13716,19,4,13,42636,1
13717,53,7,36,164508,0
13718,1,0,2,7724,0
13719,2,0,8,2266,0
13720,4,1,8,3346,0
13721,2,1,2,1231,0
13722,6,2,19,17464,1
13723,10,3,20,39835,0
13724,2,1,14,8599,0
13725,0,0,0,0,0
13726,9,4,12,26559,0
13727,26,6,15,60404,1
13728,1,0,1,369,0
13729,1,1,3,12093,0
13730,1,0,3,501,0
13731,0,0,0,525,0
13732,1,0,1,2558,0
13733,0,0,7,1013,0
13734,7,2,14,11293,0
13735,5,1,18,49269,1
13736,1,1,2,8978,0
13737,6,1,5,5385,1
13738,9,2,18,13809,1
13739,4,3,19,22178,1
13740,0,0,0,1360,0
13741,15,4,13,21810,0
13742,0,0,0,1129,0
13743,8,2,12,16545,1
13744,9,3,18,11122,0
13745,15,2,11,44340,0
13746,0,0,4,1782,0
13747,20,6,9,55625,1
13748,3,2,5,17984,0
13749,3,1,2,16681,0
13750,3,0,3,11910,0
13751,7,2,8,23730,1
13752,10,3,15,17303,0
13753,2,1,6,1900,0
13754,47,7,71,159535,2
13755,0,0,2,1279,0
13756,2,0,2,7117,0
13757,0,0,0,1743,0
13758,10,3,13,16343,0
13759,0,0,5,47812,0
13760,6,1,19,17717,0
13761,47,4,57,66079,2
13762,33,4,15,29209,1
13763,0,0,2,522,0
13764,1,2,2,6016,1
13765,11,6,20,50018,1
13766,18,4,33,40327,0
13767,3,2,11,18429,0
13768,13,4,57,33669,0
13769,15,1,21,13867,1
13770,0,0,2,711,0
13771,0,0,2,229,0
13772,5,1,10,5936,0
13773,5,2,13,8183,0
13774,4,1,9,3304,0
13775,19,3,25,29338,0
13776,25,4,29,31146,0
13777,11,2,8,6656,0
13778,33,4,19,40143,1
13779,12,2,13,11452,1
13780,8,2,12,14215,0
13781,0,1,2,848,0
13782,18,6,37,49584,1
13783,0,0,0,5509,0
13784,7,1,9,5799,0
13785,2,1,13,8432,0
13786,2,2,3,12493,0
13787,13,2,10,27113,0
13788,9,2,11,11110,0
13789,2,2,12,5669,0
13790,11,2,9,12336,1
13791,0,0,0,1350,0
13792,13,4,22,64944,2
13793,31,3,18,30788,1
13794,30,3,30,37903,1
13795,23,6,43,33420,0
13796,10,3,16,21761,0
13797,16,4,27,35720,0
13798,30,4,30,56175,1
13799,0,0,0,750,0
13800,0,0,0,190,0
13801,7,2,11,17551,0
13802,15,4,30,29950,1
13803,0,0,0,1350,0
13804,12,4,16,47267,1
13805,3,1,6,9644,1
13806,3,5,2,113496,0
13807,1,0,0,2093,0
13808,15,6,34,28722,1
13809,0,0,2,1038,0
13810,14,6,33,28302,1
13811,11,1,7,17293,1
13812,13,3,14,27555,0
13813,4,0,3,6698,0
13814,0,1,2,516,0
13815,5,1,11,7151,1
13816,1,0,2,744,0
13817,25,2,27,26139,1
13818,10,4,28,51364,1
13819,17,3,18,15229,0
13820,0,0,2,829,0
13821,5,1,25,6913,0
13822,0,0,0,22,0
13823,1,0,3,1626,0
13824,5,1,13,6149,0
13825,6,0,13,6089,0
13826,8,2,11,9382,0
13827,62,9,58,185178,2
13828,0,0,0,1641,0
13829,20,3,20,30039,2
13830,6,0,12,6728,0
13831,11,2,18,15021,0
13832,7,3,12,16537,0
13833,9,4,44,36046,1
13834,23,6,24,70496,2
13835,13,5,36,83383,3
13836,3,1,5,4493,1
13837,18,5,42,72654,1
13838,6,4,28,28937,0
13839,4,0,4,3513,0
13840,3,0,2,2549,0
13841,22,5,32,30220,1
13842,2,1,3,2049,0
13843,8,3,16,30574,0
13844,1,1,3,1741,0
13845,10,3,19,13754,0
13846,17,6,31,103021,1
13847,16,6,19,37386,2
13848,43,7,69,63657,1
13849,6,5,18,15168,1
13850,15,4,17,25751,0
13851,41,7,47,197643,2
13852,3,2,4,3513,0
13853,4,0,8,3357,0
13854,35,5,25,39254,1
13855,7,3,23,20801,0
13856,28,4,14,28471,1
13857,28,5,18,37289,2
13858,0,0,1,425,0
13859,8,3,8,22433,1
13860,1,0,2,4077,0
13861,0,0,2,7727,0
13862,10,2,14,8098,0
13863,0,0,6,424,0
13864,13,5,64,49493,1
13865,17,4,28,19260,1
13866,8,2,17,11432,0
13867,38,6,17,42925,2
13868,0,0,0,8,0
13869,17,6,39,32751,1
13870,21,5,50,34339,0
13871,0,0,0,0,0
13872,2,1,4,2507,0
13873,9,1,4,8332,0
13874,4,0,6,14517,0
13875,6,0,12,4487,0
13876,4,0,5,46658,0
13877,17,2,9,29287,1
13878,1,0,1,6628,0
13879,1,1,4,3244,0
13880,4,1,13,6919,0
13881,9,4,13,28131,0
13882,58,7,77,212407,2
13883,20,4,13,32010,1
13884,14,2,17,10004,0
13885,4,0,1,3477,1
13886,0,0,0,4871,0
13887,9,2,15,7644,0
13888,17,4,18,49382,2
13889,0,0,4,1458,0
13890,11,2,13,13008,1
13891,18,6,38,49291,1
13892,34,6,59,48889,0
13893,5,4,16,27380,1
13894,29,5,44,35718,0
13895,2,0,17,28663,1
13896,0,0,0,2196,0
13897,11,3,9,10760,0
13898,10,3,8,10825,0
13899,27,8,34,36556,2
13900,5,5,3,126517,0
13901,5,2,3,6865,0
13902,1,1,9,11015,1
13903,4,0,2,3471,1
13904,7,1,5,9730,0
13905,17,3,9,21506,2
13906,29,5,48,39879,0
13907,15,5,15,35513,2
13908,0,0,3,1161,1
13909,1,1,8,3591,0
13910,26,6,25,82137,1
13911,4,1,7,90012,0
13912,16,3,10,23148,2
13913,11,4,18,12859,0
13914,4,0,2,1967,0
13915,11,2,16,18007,0
13916,15,3,20,27692,0
13917,29,7,55,47172,0
13918,5,0,3,2359,0
13919,0,0,9,1368,0
13920,18,4,24,19784,1
13921,1,0,2,736,0
13922,8,3,23,52997,2
13923,10,1,9,3745,0
13924,18,2,12,31152,1
13925,2,0,3,1513,0
13926,7,1,7,4995,0
13927,7,1,9,26905,1
13928,32,5,20,44098,2
13929,3,3,7,21443,1
13930,28,4,31,61023,1
13931,3,1,14,20402,0
13932,11,1,7,9715,1
13933,13,1,18,13634,1
13934,3,1,10,4481,0
13935,0,0,0,204,0
13936,4,1,12,11884,0
13937,5,0,2,3186,0
13938,4,1,7,3212,0
13939,9,1,9,9096,0
13940,14,4,26,28410,0
13941,11,2,17,14407,0
13942,3,1,5,11456,1
13943,0,0,3,526,0
13944,58,8,59,68097,2
13945,8,3,26,23297,0
13946,0,0,0,400,0
13947,1,0,1,303,0
13948,10,2,14,30266,1
13949,4,0,3,8714,0
13950,1,0,2,4050,0
13951,5,1,6,4300,0
13952,10,2,8,12103,1
13953,11,2,17,9712,0
13954,7,2,5,15714,0
13955,2,0,3,4614,0
13956,2,1,8,3468,1
13957,4,1,2,5637,0
13958,8,4,18,15483,1
13959,2,1,7,2484,0
13960,21,4,20,22641,1
13961,21,10,58,178303,4
13962,28,11,14,90642,1
13963,11,7,37,50846,1
13964,18,8,60,158328,4
13965,23,7,18,50132,1
13966,6,3,13,16801,1
13967,8,1,8,16088,0
13968,8,1,13,7537,0
13969,0,0,0,821,0
13970,7,0,11,5505,0
13971,0,0,5,1288,0
13972,1,0,0,5373,0
13973,42,4,39,61125,2
13974,15,2,19,13367,1
13975,0,0,6,2790,1
13976,0,1,2,494,0
13977,6,3,12,9733,1
13978,2,0,2,10389,0
13979,1,0,0,1341,0
13980,13,5,38,75281,1
13981,2,0,3,1559,0
13982,8,3,9,15718,0
13983,9,5,23,56918,3
13984,0,0,1,634,0
13985,15,4,26,36197,0
13986,0,0,0,160,0
13987,13,2,15,50012,0
13988,8,3,27,52221,1
13989,12,3,31,64864,1
13990,3,1,6,10106,0
13991,34,4,20,33702,1
13992,14,4,22,53042,2
13993,2,1,5,2140,0
13994,0,0,4,1469,0
13995,3,0,3,4202,0
13996,18,2,9,29512,1
13997,1,0,1,1289,0
13998,0,0,5,124,0
13999,7,2,32,55413,2
14000,3,3,13,6045,1
14001,4,2,10,9391,0
14002,5,1,17,9057,0
14003,2,0,4,1960,0
14004,71,9,98,244110,3
14005,1,1,1,8975,0
14006,0,0,0,39,0
14007,1,1,4,1258,0
14008,0,0,0,0,0
14009,4,1,14,13765,1
14010,26,3,24,39764,1
14011,9,2,15,9964,0
14012,21,6,65,87285,1
14013,18,5,36,74177,2
14014,15,1,22,64812,1
14015,16,5,37,31142,1
14016,9,0,7,6328,0
14017,7,3,25,21370,0
14018,0,0,0,11,0
14019,34,6,47,188038,2
14020,4,1,1,29054,0
14021,4,0,6,51167,0
14022,0,1,2,769,0
14023,37,14,22,104347,2
14024,13,4,24,29940,0
14025,6,1,10,14722,1
14026,1,0,1,2663,0
14027,3,0,5,29387,0
14028,0,0,0,0,0
14029,5,3,5,11736,0
14030,11,2,11,20758,2
14031,7,0,8,4362,0
14032,55,7,39,188902,1
14033,5,0,8,2987,0
14034,35,4,55,52806,1
14035,6,2,16,10796,0
14036,19,4,11,23477,0
14037,23,5,41,35785,0
14038,10,3,22,18648,1
14039,9,2,13,15881,0
14040,20,3,31,16333,1
14041,9,6,14,32838,1
14042,2,2,6,73933,0
14043,7,4,17,28230,1
14044,6,1,15,6992,0
14045,23,5,38,43594,1
14046,1,0,2,1160,0
14047,33,7,40,39600,2
14048,32,5,54,42122,1
14049,3,1,20,33791,1
14050,17,4,27,33228,0
14051,1,0,3,1022,0
14052,1,0,5,2450,0
14053,17,4,28,13270,1
14054,17,3,8,46192,0
14055,7,3,7,20971,1
14056,26,6,17,74509,1
14057,38,5,31,58685,2
14058,14,1,17,10487,1
14059,47,5,39,73540,2
14060,15,1,22,64812,1
14061,3,0,6,12832,0
14062,10,1,15,12918,1
14063,10,2,15,33404,1
14064,13,8,32,49710,1
14065,12,1,10,14280,1
14066,9,4,21,14663,0
14067,2,0,0,829,0
14068,3,1,6,8412,1
14069,38,3,29,46586,2
14070,0,0,2,718,0
14071,18,2,22,55932,1
14072,5,1,13,5189,0
14073,46,4,25,79599,0
14074,3,4,4,133151,0
14075,37,6,13,36900,2
14076,24,4,41,44174,0
14077,12,3,20,62031,2
14078,10,3,5,22386,1
14079,0,0,4,1666,0
14080,0,0,0,1357,0
14081,12,2,14,19510,0
14082,2,1,14,10307,1
14083,3,1,13,17775,0
14084,64,7,75,211611,2
14085,34,6,23,92112,1
14086,6,1,19,17633,0
14087,7,1,11,10831,0
14088,23,5,12,36528,2
14089,4,2,8,9834,1
14090,1,0,3,1463,0
14091,16,2,18,11491,0
14092,20,9,43,132640,1
14093,1,0,2,3650,0
14094,19,3,6,27815,2
14095,11,3,21,41154,0
14096,3,1,6,8760,1
14097,11,1,15,14951,0
14098,13,3,23,18124,0
14099,30,7,49,46178,2
14100,11,4,39,55500,1
14101,0,0,1,722,0
14102,1,0,2,9005,0
14103,6,1,9,3118,0
14104,9,2,9,13079,1
14105,15,5,15,35513,2
14106,11,4,12,49832,1
14107,34,11,21,78480,2
14108,21,3,41,49650,1
14109,6,1,6,4712,0
14110,36,4,29,59575,1
14111,4,4,13,9157,1
14112,8,2,11,15452,0
14113,10,2,17,58591,1
14114,4,3,29,48686,2
14115,6,1,9,11624,0
14116,14,5,15,26563,1
14117,0,0,2,229,0
14118,2,0,1,2226,1
14119,2,0,2,4902,0
14120,11,4,29,17866,0
14121,13,4,25,22720,1
14122,25,3,24,34478,1
14123,11,3,17,42876,1
14124,4,3,5,34710,1
14125,29,6,22,85805,1
14126,10,2,16,13028,0
14127,6,2,11,4964,0
14128,27,6,44,38305,2
14129,2,1,2,1911,0
14130,26,4,11,28857,2
14131,5,1,7,10734,0
14132,4,0,3,1613,0
14133,0,0,4,1675,0
14134,2,1,3,1954,0
14135,37,5,50,30299,2
14136,8,2,16,13292,1
14137,3,0,5,12193,0
14138,6,0,12,4518,0
14139,1,0,2,4094,0
14140,66,7,62,204432,2
14141,5,0,5,43273,0
14142,6,2,12,11828,0
14143,26,6,72,52787,0
14144,13,1,15,9508,1
14145,5,0,15,4520,0
14146,12,2,16,10421,0
14147,0,0,2,621,0
14148,15,2,23,13191,1
14149,9,1,7,12720,1
14150,1,2,13,2835,0
14151,6,2,5,18546,0
14152,1,0,3,2104,0
14153,1,0,4,933,0
14154,5,1,6,9215,0
14155,15,2,12,26118,1
14156,4,0,4,3121,1
14157,2,1,6,1984,0
14158,3,0,1,1478,1
14159,19,4,31,29726,0
14160,17,2,22,14126,1
14161,0,0,4,591,0
14162,0,0,0,190,0
14163,12,2,17,7700,0
14164,14,4,12,25189,1
14165,1,1,5,62883,0
14166,12,4,12,22243,0
14167,20,4,28,27990,1
14168,0,0,0,21,0
14169,6,1,6,11385,0
14170,0,0,1,63,0
14171,7,1,6,11293,1
14172,21,5,39,31859,0
14173,8,3,16,9023,0
14174,17,4,30,19487,0
14175,46,4,29,124030,1
14176,4,0,7,2457,0
14177,4,3,20,13416,0
14178,25,4,19,35122,1
14179,1,0,9,3156,0
14180,53,6,39,173676,1
14181,12,4,17,46564,1
14182,40,5,65,48407,2
14183,2,0,1,5675,0
14184,8,1,8,16446,0
14185,29,6,42,39222,1
14186,4,0,6,63410,0
14187,6,2,24,15977,0
14188,11,1,17,54513,1
14189,21,4,53,42067,0
14190,4,3,21,23908,1
14191,18,4,37,41258,0
14192,1,0,11,2858,0
14193,1,0,3,3134,1
14194,0,0,1,798,0
14195,3,0,3,1723,0
14196,0,0,2,655,0
14197,6,0,12,4548,0
14198,35,5,47,28454,2
14199,42,7,25,99880,1
14200,23,3,13,35949,2
14201,3,1,6,88579,0
14202,1,0,10,2505,0
14203,13,5,26,21733,0
14204,5,1,5,45287,0
14205,1,0,2,12348,0
14206,0,0,1,227,0
14207,1,0,10,2505,0
14208,12,2,9,8112,0
14209,20,3,32,16504,1
14210,11,1,9,13498,1
14211,11,6,22,35798,1
14212,42,6,14,35889,2
14213,7,1,12,14205,0
14214,2,0,4,1310,0
14215,8,3,16,8745,0
14216,9,3,36,60933,1
14217,15,1,18,16834,1
14218,11,2,16,9008,0
14219,0,0,4,1714,0
14220,57,9,69,232628,2
14221,53,5,53,121542,2
14222,9,3,23,17765,0
14223,15,2,8,27621,1
14224,14,2,22,43795,1
14225,0,0,0,2,0
14226,41,3,36,43806,2
14227,38,6,25,47881,2
14228,1,0,8,3059,0
14229,4,2,21,13544,0
14230,2,0,5,1492,0
14231,1,0,10,3213,0
14232,0,1,4,42196,0
14233,1,1,4,1360,0
14234,12,5,23,46745,1
14235,2,2,21,8408,0
14236,24,4,15,33806,1
14237,5,2,9,13458,1
14238,18,2,7,15391,1
14239,11,4,13,18271,1
14240,18,5,36,37465,1
14241,36,5,19,43988,2
14242,1,1,5,3360,0
14243,17,5,31,35879,0
14244,4,1,3,3568,0
14245,1,0,3,590,0
14246,20,5,36,33813,1
14247,7,3,18,9279,0
14248,10,3,11,20695,1
14249,9,2,18,16843,1
14250,6,1,5,8283,0
14251,4,0,3,6042,0
14252,15,7,44,94441,5
14253,2,0,5,1900,0
14254,26,9,55,175896,3
14255,1,0,2,4050,0
14256,35,9,30,76688,1
14257,17,2,22,14116,1
14258,27,7,37,39944,2
14259,13,1,14,16376,1
14260,7,2,6,40737,1
14261,9,1,14,10403,1
14262,21,6,55,52993,1
14263,0,0,0,5950,0
14264,6,2,5,19835,0
14265,5,1,4,49229,0
14266,12,2,10,8950,0
14267,12,1,7,15850,1
14268,27,5,42,37227,1
14269,13,4,28,23077,1
14270,4,0,5,2157,0
14271,8,2,18,14925,0
14272,4,2,29,15203,0
14273,20,3,17,27069,2
14274,0,0,1,1526,0
14275,13,1,17,7902,0
14276,21,4,48,37938,0
14277,6,1,21,16306,0
14278,14,2,17,8767,0
14279,36,10,46,94655,4
14280,26,5,15,75130,1
14281,26,6,17,65809,1
14282,11,3,21,20631,1
14283,10,3,17,18814,1
14284,22,2,10,37611,0
14285,0,0,0,6612,0
14286,16,6,29,52095,1
14287,24,4,39,39084,0
14288,44,9,39,112022,2
14289,4,0,6,14590,0
14290,2,1,3,4853,0
14291,0,0,2,13058,0
14292,0,0,0,821,0
14293,0,0,0,7130,0
14294,1,0,4,2930,1
14295,11,4,20,22373,0
14296,19,7,37,76039,4
14297,13,2,9,15280,1
14298,2,0,4,1394,0
14299,11,4,12,49854,1
14300,18,5,19,24379,2
14301,11,4,18,19176,0
14302,31,5,11,49233,3
14303,7,2,22,52778,2
14304,5,1,25,6913,0
14305,1,0,0,139,0
14306,15,4,21,32273,2
14307,0,1,2,762,0
14308,4,2,8,3756,0
14309,64,8,67,142592,2
14310,8,2,15,8195,0
14311,0,0,0,0,0
14312,9,3,21,31118,0
14313,7,3,41,62417,2
14314,8,1,6,24716,1
14315,4,1,4,3888,0
14316,7,1,4,22816,1
14317,8,3,16,9023,0
14318,13,7,36,68300,4
14319,0,0,5,169,0
14320,8,1,11,16894,1
14321,1,2,24,17679,0
14322,1,0,0,1021,1
14323,1,1,3,1772,0
14324,11,4,18,18384,0
14325,8,3,12,33208,1
14326,6,2,7,15474,0
14327,10,2,20,20350,0
14328,13,4,21,21333,0
14329,29,5,18,33717,2
14330,10,4,20,21162,1
14331,21,4,31,19051,1
14332,16,3,45,156349,1
14333,4,1,6,3176,0
14334,11,2,13,34941,0
14335,14,4,39,24630,1
14336,3,1,8,2614,0
14337,29,4,14,33103,2
14338,8,2,11,27863,0
14339,2,1,2,13741,0
14340,21,7,31,39400,0
14341,4,0,5,41507,0
14342,20,9,46,62313,1
14343,3,0,3,1294,0
14344,6,1,13,6927,0
14345,4,2,8,8925,0
14346,9,4,37,40349,1
14347,6,3,19,36257,1
14348,0,1,1,449,0
14349,2,0,5,1672,0
14350,0,0,0,127,0
14351,15,6,25,37814,0
14352,9,3,13,16241,0
14353,0,2,6,10825,1
14354,1,0,2,1420,0
14355,1,1,9,4170,0
14356,23,3,17,36666,1
14357,6,2,12,6613,0
14358,24,3,29,156134,2
14359,30,3,40,171114,1
14360,15,2,20,13506,1
14361,24,4,44,34705,1
14362,3,1,7,3294,0
14363,23,3,20,48650,1
14364,1,1,4,1787,0
14365,40,5,15,41758,3
14366,13,4,38,22231,0
14367,13,5,17,25795,1
14368,1,0,3,522,0
14369,2,0,0,894,0
14370,9,3,23,22185,0
14371,7,1,15,7571,0
14372,7,3,22,55162,2
14373,14,3,40,78179,1
14374,10,1,3,10724,0
14375,64,7,79,219160,2
14376,6,1,6,24932,0
14377,17,6,59,71221,1
14378,0,0,1,3758,0
14379,25,8,18,76957,1
14380,5,2,5,11362,0
14381,17,2,22,14117,1
