,Acc_superm,Acc_postof,Acc_parks_,Acc_jobs_t,Acc_hospit
0,17,5,28,36994,0
1,3,0,2,32360,0
2,4,0,1,4949,0
3,7,1,14,7278,0
4,37,4,17,39248,2
5,0,0,0,0,0
6,25,6,47,43107,0
7,22,5,35,30214,0
8,0,0,0,6225,0
9,9,2,19,69511,1
10,1,2,13,6126,0
11,19,5,28,23012,1
12,10,3,13,41113,1
13,17,3,42,33364,0
14,26,7,24,91716,2
15,12,2,9,24982,1
16,6,0,3,4568,0
17,5,1,10,7156,1
18,6,0,4,23711,0
19,3,0,3,5383,0
20,5,0,4,15608,0
21,2,1,14,8435,0
22,5,4,11,23991,1
23,12,1,13,9319,1
24,0,0,0,166,0
25,0,0,0,190,0
26,4,0,3,4023,0
27,3,0,2,9314,0
28,0,0,0,102,0
29,24,5,30,29220,2
30,11,1,14,13646,0
31,4,1,8,12180,0
32,26,5,17,76747,1
33,1,1,5,3365,0
34,0,0,0,48,0
35,4,2,9,13718,0
36,23,4,38,33243,0
37,4,2,5,8169,0
38,11,4,27,17919,0
39,2,0,0,748,0
40,0,0,1,525,0
41,1,0,3,519,0
42,2,2,30,25224,1
43,16,7,23,50759,2
44,12,3,20,32332,2
45,28,5,46,59343,1
46,2,1,2,2376,0
47,4,1,11,5371,0
48,11,6,20,50428,2
49,10,2,8,18564,1
50,8,1,15,57550,1
51,12,4,54,40445,0
52,44,5,25,135314,0
53,0,0,1,471,0
54,11,7,32,47003,1
55,5,2,11,15532,1
56,17,4,23,17183,1
57,4,2,13,6490,1
58,18,2,12,32917,1
59,12,4,32,22467,1
60,41,6,55,180254,1
61,4,1,3,3262,0
62,3,1,0,28473,0
63,21,7,31,31927,0
64,10,3,12,13680,0
65,3,2,0,31790,0
66,10,3,13,16649,0
67,7,1,8,15381,1
68,38,7,26,105893,1
69,7,2,11,22845,1
70,57,7,78,212734,3
71,9,4,19,75048,2
72,1,0,1,6105,0
73,2,0,1,6655,0
74,8,3,8,11051,0
75,14,4,30,25041,1
76,6,1,4,5866,1
77,1,0,4,1223,0
78,3,2,14,18435,0
79,61,7,48,191700,1
80,7,1,5,31883,0
81,17,5,20,47906,2
82,3,1,4,6112,0
83,0,0,2,433,0
84,1,1,5,3711,0
85,16,2,18,11491,0
86,10,0,14,9303,1
87,10,2,22,20311,0
88,11,1,14,13719,0
89,18,4,18,43719,0
90,46,7,34,83496,1
91,31,4,34,31524,1
92,21,4,34,29062,0
93,0,0,4,1707,0
94,0,0,3,7080,0
95,19,8,52,166271,3
96,2,0,1,1434,0
97,5,3,13,14676,1
98,4,0,1,3411,1
99,9,3,17,11163,0
100,18,4,29,41048,1
101,3,1,8,21538,1
102,5,1,17,9524,0
103,0,0,2,488,0
104,3,0,6,7240,0
105,2,0,12,2597,0
106,5,2,5,15782,0
107,0,0,0,1552,0
108,2,0,1,565,0
109,1,0,12,3129,0
110,43,4,25,96090,0
111,0,0,1,11,0
112,11,3,9,10749,0
113,4,1,17,7153,0
114,0,0,3,827,0
115,2,0,5,4169,0
116,31,2,35,24820,2
117,8,2,7,20730,1
118,0,0,2,1373,0
119,3,1,15,11122,0
120,16,2,21,21971,1
121,32,5,28,46431,1
122,10,0,15,13248,1
123,9,3,10,51835,1
124,5,4,11,23597,1
125,3,0,4,13156,0
126,32,4,18,53280,1
127,21,5,40,44877,0
128,0,0,1,4637,0
129,14,4,22,23212,1
130,1,0,3,832,0
131,15,3,11,15847,1
132,16,5,10,78723,0
133,4,2,3,6762,0
134,2,0,6,9370,1
135,19,5,34,31668,1
136,5,1,4,48785,0
137,4,1,12,23646,0
138,38,3,29,51762,2
139,15,3,6,13841,1
140,36,6,24,71339,1
141,8,1,8,15547,0
142,19,2,11,32190,1
143,2,1,3,8964,0
144,11,3,16,17984,0
145,0,0,0,729,0
146,9,4,17,26427,1
147,2,1,3,1764,0
148,11,4,22,57780,2
149,29,6,61,51935,1
150,39,5,27,53067,1
151,4,2,17,30850,0
152,2,1,2,13771,0
153,6,2,5,19636,0
154,1,1,8,4549,1
155,12,3,21,70396,2
156,8,1,15,11043,0
157,0,1,2,2138,0
158,1,0,3,1707,0
159,7,1,10,7085,1
160,9,1,12,8638,1
161,21,5,23,67625,2
162,4,1,5,11425,1
163,5,0,7,3209,0
164,29,4,23,36170,1
165,24,6,46,39710,0
166,4,0,7,2457,0
167,2,0,3,3772,0
168,12,4,42,57018,1
169,0,0,0,89,0
170,15,3,18,30621,1
171,49,5,41,78927,2
172,10,2,8,11436,1
173,4,0,4,20917,0
174,2,1,1,2431,0
175,4,0,10,3400,0
176,16,5,46,39706,0
177,49,7,62,211361,3
178,10,3,26,27798,0
179,0,0,0,128,0
180,10,3,25,16768,0
181,16,3,12,22461,1
182,1,0,3,1408,0
183,3,1,14,21614,0
184,27,7,28,154818,1
185,0,0,2,787,0
186,22,4,35,29510,0
187,8,5,9,27352,1
188,13,4,26,25449,0
189,18,4,32,31751,1
190,40,4,35,68187,1
191,6,3,5,21631,0
192,10,2,12,22505,0
193,12,3,18,51462,1
194,3,2,3,11083,0
195,0,0,1,222,0
196,12,4,30,63569,1
197,0,0,1,665,0
198,10,4,13,44265,1
199,10,3,11,21719,1
200,15,9,44,54545,1
201,7,2,12,17489,0
202,0,0,3,630,0
203,0,0,0,6345,0
204,4,0,5,53641,0
205,33,5,66,93384,0
206,8,2,10,15552,1
207,9,3,3,31176,0
208,11,2,8,6744,0
209,1,0,10,2505,0
210,2,0,4,1144,0
211,37,4,51,54661,0
212,14,1,18,8483,0
213,8,3,12,38949,1
214,7,1,7,5253,0
215,14,3,12,14532,1
216,7,2,5,16636,0
217,27,5,38,36712,2
218,11,2,15,38832,1
219,1,0,3,497,0
220,3,1,0,4147,0
221,7,2,18,11078,0
222,0,0,2,690,0
223,8,2,11,17096,1
224,0,0,5,20946,1
225,0,0,3,700,0
226,10,1,11,13098,0
227,1,0,0,1524,0
228,12,8,31,46839,1
229,14,4,16,19536,0
230,4,1,22,12587,1
231,6,0,6,6164,0
232,22,2,29,21641,1
233,0,0,0,1365,0
234,0,0,2,372,0
235,0,0,0,1487,0
236,3,0,5,6136,0
237,26,2,39,40260,1
238,0,0,3,591,0
239,9,1,6,11548,1
240,16,2,12,30607,0
241,3,2,0,30178,0
242,12,3,9,16747,1
243,12,3,21,17212,0
244,10,0,14,11008,0
245,18,5,48,158640,1
246,0,0,6,2886,1
247,0,0,4,1065,0
248,28,2,25,34615,1
249,1,1,7,11044,1
250,0,0,0,0,0
251,7,1,12,13713,0
252,27,5,44,57098,1
253,22,5,41,36234,0
254,4,1,9,9914,0
255,3,1,0,28473,0
256,1,0,1,444,0
257,4,0,5,46843,0
258,14,1,18,8446,0
259,30,6,52,47561,1
260,11,2,22,29744,0
261,1,0,0,1111,0
262,12,3,10,20581,0
263,26,2,39,40257,1
264,1,0,3,1531,0
265,5,0,7,2562,0
266,15,4,12,20891,0
267,5,0,1,1782,0
268,1,2,5,60769,0
269,24,4,42,37462,0
270,10,3,14,10305,0
271,4,0,1,4765,0
272,10,4,18,19326,1
273,5,2,10,12137,1
274,8,2,16,11163,0
275,4,1,1,31610,0
276,51,6,34,149889,1
277,0,0,1,42,0
278,0,0,0,463,0
279,7,1,7,7638,0
280,15,2,11,35797,0
281,10,4,40,64886,2
282,19,6,57,72374,1
283,8,0,5,7207,0
284,15,3,44,27888,0
285,25,5,31,29937,2
286,6,0,12,8005,0
287,27,3,12,24047,1
288,2,2,9,5679,1
289,22,4,13,33814,1
290,1,2,3,10598,0
291,0,0,1,544,0
292,43,4,24,120057,1
293,16,6,26,75265,1
294,6,3,18,16297,1
295,0,0,0,2,0
296,36,9,37,88589,2
297,11,6,16,37369,1
298,24,4,39,38641,0
299,0,0,3,4554,0
300,16,4,33,156901,0
301,8,1,7,13062,1
302,13,2,7,21652,1
303,2,0,3,3772,0
304,12,3,12,12177,0
305,0,0,2,829,0
306,1,0,3,418,0
307,0,0,0,0,0
308,9,3,15,14879,1
309,35,5,26,39747,1
310,12,2,13,11485,1
311,8,1,8,16576,0
312,40,5,61,48444,1
313,14,4,12,27239,2
314,0,0,4,1961,0
315,3,1,4,104598,0
316,6,1,10,7777,1
317,20,5,30,27073,0
318,45,8,59,207777,2
319,0,0,1,726,0
320,32,6,58,44221,1
321,0,0,5,1069,0
322,1,0,4,3945,0
323,7,4,34,33227,1
324,8,2,18,18436,0
325,46,4,45,54123,2
326,9,1,7,7426,1
327,0,0,4,1450,0
328,7,3,16,23162,0
329,7,1,16,8048,0
330,13,3,36,71404,1
331,15,4,15,21904,1
332,1,1,5,3711,0
333,6,0,6,9092,0
334,1,0,3,9092,1
335,10,3,13,18977,0
336,7,4,17,17359,1
337,8,1,6,24618,1
338,11,4,16,43702,1
339,9,1,12,46531,2
340,22,7,12,96632,1
341,10,2,10,29701,1
342,18,2,10,30291,1
343,30,2,9,31913,0
344,14,1,18,8449,0
345,8,2,17,11328,0
346,0,0,0,2,0
347,22,5,38,46462,1
348,1,1,5,9909,1
349,8,1,7,5981,1
350,56,13,90,287901,4
351,7,2,28,55883,2
352,10,3,4,21911,1
353,5,2,11,7404,0
354,8,2,11,12870,0
355,30,6,14,78528,0
356,5,4,12,24832,1
357,10,1,14,9584,1
358,12,2,10,13541,1
359,10,5,40,44303,1
360,9,0,13,7257,1
361,6,0,6,9167,0
362,1,1,7,11060,1
363,7,3,24,55651,2
364,2,0,4,1982,0
365,9,2,8,15078,1
366,3,2,4,3077,0
367,6,4,16,14737,1
368,31,2,14,43658,0
369,7,1,10,14015,1
370,0,0,2,634,0
371,0,0,2,631,0
372,1,1,7,10409,1
373,41,6,20,65804,1
374,12,5,27,26095,0
375,19,5,18,32386,2
376,6,0,11,4654,0
377,13,1,12,6668,0
378,46,7,63,207987,3
379,13,4,32,79282,3
380,0,0,1,3787,0
381,30,5,20,37155,1
382,0,0,4,947,0
383,7,0,9,4047,1
384,13,2,13,26108,0
385,15,1,19,56860,1
386,9,1,8,18636,2
387,0,0,0,750,0
388,5,2,12,7849,0
389,32,4,48,49362,1
390,5,0,10,2916,0
391,33,4,51,51531,1
392,11,2,10,12880,1
393,15,1,19,57016,1
394,7,0,9,4017,0
395,13,1,15,7474,0
396,1,0,5,962,0
397,8,1,10,3637,0
398,3,1,0,28445,0
399,9,2,17,16327,1
400,1,0,0,2170,0
401,7,4,17,17368,1
402,61,7,49,183505,2
403,0,0,0,126,0
404,25,3,47,52034,0
405,4,5,2,121756,0
406,6,1,7,11167,0
407,27,3,40,40023,1
408,18,7,29,39724,0
409,1,2,23,13453,0
410,3,0,4,15259,0
411,4,0,7,14655,0
412,13,3,7,16828,2
413,13,4,60,40034,1
414,6,1,4,3840,1
415,24,2,8,22619,1
416,4,0,2,4857,0
417,5,1,3,4924,0
418,17,3,12,25322,1
419,2,0,4,4290,1
420,13,4,14,28170,0
421,0,0,0,0,0
422,1,0,10,2569,0
423,15,2,18,10581,0
424,3,1,7,4672,0
425,45,10,43,119532,2
426,2,1,7,3167,0
427,13,3,14,24145,0
428,31,8,14,80403,1
429,12,3,8,44661,0
430,8,6,21,19037,1
431,5,2,2,81409,0
432,4,3,10,22184,1
433,24,3,29,154925,2
434,8,2,11,41925,1
435,4,1,5,7319,1
436,40,8,28,111437,1
437,9,2,7,5630,0
438,24,4,38,36879,0
439,48,5,38,62663,1
440,8,5,20,36472,1
441,7,1,5,10952,0
442,9,4,20,14862,0
443,12,5,18,26947,2
444,16,3,17,26438,1
445,4,5,2,119464,0
446,26,6,16,61940,1
447,44,6,60,188955,1
448,13,4,23,47017,1
449,38,4,29,52515,2
450,1,0,11,2858,0
451,16,5,35,82727,2
452,9,1,8,8477,1
453,29,4,16,26689,1
454,23,3,14,26616,2
455,22,5,46,181807,0
456,29,5,44,38005,0
457,13,1,13,9112,0
458,0,0,5,124,0
459,4,1,2,4691,0
460,20,4,13,38047,2
461,4,2,7,8857,0
462,6,2,5,13555,0
463,3,0,6,13026,0
464,8,3,4,10869,1
465,11,1,18,17924,0
466,55,4,58,120552,2
467,7,2,8,5487,0
468,14,4,12,21355,0
469,19,3,15,30104,2
470,4,0,1,5020,0
471,42,9,38,111875,2
472,6,2,11,15640,0
473,16,3,17,41268,0
474,49,5,32,148876,1
475,3,1,5,6499,1
476,8,1,5,8917,0
477,5,1,19,49157,1
478,8,3,28,17442,0
479,20,5,25,44835,2
480,3,0,3,4202,0
481,5,2,6,18691,0
482,10,3,13,17209,0
483,18,4,26,23663,0
484,8,1,8,18752,0
485,10,3,15,14338,0
486,7,2,16,11460,1
487,7,1,10,8401,0
488,0,0,1,468,0
489,17,5,29,39768,0
490,5,1,6,10570,1
491,10,5,36,65543,2
492,13,1,12,25447,1
493,1,3,0,52822,0
494,13,5,23,29737,0
495,10,3,15,17303,0
496,4,2,18,34464,0
497,17,1,25,14973,1
498,4,4,13,9157,1
499,6,0,9,8063,0
500,24,3,32,30565,1
501,6,0,13,4359,0
502,31,5,11,31875,3
503,4,0,7,14541,0
504,16,2,12,35284,0
505,5,1,10,5934,0
506,20,9,52,170487,3
507,9,3,53,27949,0
508,0,1,3,9708,1
509,9,2,20,16119,0
510,17,2,21,13873,1
511,17,5,40,68484,1
512,3,0,4,1585,0
513,13,5,19,30252,2
514,7,2,7,10007,0
515,0,0,0,166,0
516,3,1,9,3927,0
517,28,7,16,70770,1
518,19,6,40,45863,1
519,8,1,13,9918,0
520,6,2,12,16233,0
521,13,2,26,21598,0
522,16,6,28,56025,3
523,6,2,25,42566,2
524,15,2,20,15652,1
525,0,0,4,41655,0
526,28,5,39,27668,2
527,3,0,7,7697,0
528,37,10,35,84426,2
529,18,4,24,20208,1
530,6,2,5,17367,0
531,12,5,32,49141,1
532,4,0,3,7530,0
533,11,2,13,13681,1
534,15,6,15,35345,1
535,14,5,26,24422,0
536,27,6,11,69671,0
537,12,3,5,40631,0
538,0,0,2,639,0
539,0,0,4,822,0
540,3,2,8,9964,0
541,10,1,11,5593,1
542,9,4,19,54243,2
543,2,2,5,13428,0
544,14,2,4,26985,1
545,44,4,44,47163,2
546,15,2,18,11599,1
547,10,3,23,27876,1
548,17,6,9,60626,0
549,5,4,11,23498,1
550,15,3,8,23321,1
551,32,5,18,38397,2
552,21,2,8,13825,1
553,0,1,2,7298,0
554,1,0,2,7730,0
555,2,1,6,1492,0
556,2,1,5,54636,0
557,12,2,8,16655,1
558,0,0,0,1552,0
559,16,6,27,66691,3
560,28,5,28,149172,2
561,8,1,9,7792,1
562,9,3,10,51485,1
563,1,0,3,728,0
564,7,1,8,27324,1
565,3,1,20,30175,1
566,5,2,13,8908,0
567,11,3,35,22835,1
568,5,1,7,26292,0
569,1,1,5,10132,1
570,8,3,11,23294,1
571,1,2,10,4783,1
572,8,1,12,4455,0
573,3,1,6,2534,0
574,5,0,5,46054,0
575,29,4,30,51916,1
576,14,1,16,8321,0
577,5,1,5,29327,0
578,3,3,8,21425,1
579,11,4,11,23221,1
580,3,0,1,2989,1
581,20,4,27,31367,1
582,13,4,16,21105,1
583,9,4,20,14541,0
584,41,6,67,52652,1
585,4,0,8,2899,0
586,5,2,6,12574,0
587,4,2,4,12440,0
588,6,3,18,18787,1
589,17,3,11,30319,0
590,0,0,0,5860,0
591,36,6,23,90031,2
592,2,0,1,1071,0
593,3,2,13,7849,0
594,5,0,3,1825,0
595,6,3,17,14679,1
596,4,0,5,31682,1
597,10,4,27,26284,2
598,22,7,38,44509,1
599,5,1,16,8780,0
600,6,4,17,16641,1
601,7,1,10,28040,0
602,25,6,26,34574,1
603,4,2,7,9889,1
604,7,4,16,17400,1
605,10,3,11,31257,1
606,0,0,2,828,0
607,3,1,5,11385,1
608,1,0,1,1298,0
609,5,1,9,7264,1
610,6,1,10,14050,1
611,20,9,50,169637,3
612,4,1,8,2766,0
613,0,0,1,640,0
614,0,0,2,607,0
615,4,1,11,3633,0
616,5,2,9,10041,0
617,0,0,3,58,0
618,10,0,14,11292,0
619,4,1,5,8781,0
620,14,4,30,39877,1
621,6,1,4,8137,0
622,23,9,47,62148,1
623,3,0,2,10575,0
624,0,0,3,6450,0
625,8,3,7,54338,1
626,4,5,3,122522,0
627,0,0,4,1821,0
628,2,0,2,703,0
629,21,4,13,32660,1
630,1,0,5,4649,0
631,0,0,4,1408,0
632,8,2,12,15474,0
633,0,0,4,1611,0
634,2,0,2,3076,0
635,0,0,0,0,0
636,2,0,2,6757,0
637,1,0,2,4050,0
638,0,0,0,1115,0
639,16,1,25,12444,1
640,0,0,3,822,0
641,10,2,14,20527,1
642,10,3,20,39840,0
643,5,2,5,11241,0
644,8,1,12,6337,0
645,14,4,36,26586,1
646,1,0,4,1806,0
647,18,3,11,30604,2
648,7,3,21,22310,1
649,9,5,19,52859,3
650,33,5,25,41943,1
651,2,1,14,10306,1
652,0,0,0,116,0
653,11,4,20,22183,0
654,17,7,33,60100,3
655,6,2,23,18815,1
656,2,0,7,9201,1
657,12,0,14,36475,0
658,7,3,12,25581,1
659,0,0,3,394,0
660,4,0,3,1846,0
661,26,5,15,32872,1
662,12,4,29,22192,1
663,43,4,41,47589,2
664,2,0,1,901,0
665,0,0,1,530,0
666,9,3,12,8799,0
667,11,1,16,19161,1
668,23,4,35,19054,1
669,7,4,25,30678,0
670,10,1,12,11065,1
671,1,0,1,710,0
672,6,1,6,3119,0
673,0,0,5,1888,0
674,10,7,30,44578,1
675,42,7,25,99972,1
676,17,3,10,31360,2
677,16,5,20,22367,2
678,18,4,17,26362,0
679,8,3,16,8842,0
680,5,2,17,13241,0
681,32,8,16,80433,1
682,46,3,52,114663,2
683,0,0,2,1332,0
684,4,0,3,10287,0
685,1,1,3,7001,0
686,40,4,18,39022,2
687,8,1,5,14297,0
688,32,4,45,150866,1
689,1,0,1,693,0
690,3,1,0,15357,0
691,9,2,13,15676,0
692,12,3,16,77278,0
693,49,5,39,109771,1
694,16,3,7,21571,1
695,5,2,1,39642,0
696,15,6,56,154332,3
697,34,5,49,193593,2
698,5,0,3,3317,0
699,18,2,10,29058,1
700,17,5,20,51356,2
701,1,0,2,1810,0
702,5,1,6,2004,0
703,12,3,13,14001,0
704,7,0,13,6358,0
705,9,1,9,19140,2
706,22,5,25,41206,3
707,23,5,40,35243,0
708,0,1,1,5755,0
709,40,4,20,36005,2
710,8,2,15,13029,0
711,5,1,12,12252,1
712,0,0,0,3394,0
713,0,0,0,85,0
714,16,2,12,24223,1
715,11,2,13,11742,1
716,5,0,9,3458,0
717,17,3,14,27568,1
718,24,4,56,49780,0
719,33,8,48,89996,2
720,1,0,10,2063,0
721,17,3,10,31360,2
722,12,2,6,41568,0
723,6,1,10,4437,0
724,4,2,8,3934,0
725,4,1,10,5258,0
726,0,0,0,559,0
727,1,0,4,1806,0
728,8,1,6,24581,1
729,9,3,23,21364,0
730,4,0,4,2867,1
731,46,5,29,133890,1
732,5,3,32,51123,2
733,11,6,42,41200,1
734,19,3,13,35742,1
735,8,2,10,8321,0
736,8,1,9,16216,0
737,6,1,6,71137,0
738,50,6,36,194476,1
739,10,3,9,30190,1
740,14,6,54,43288,1
741,30,4,26,46940,1
742,10,2,12,11663,1
743,6,0,2,12170,0
744,21,4,30,25639,1
745,13,2,17,22800,1
746,12,6,22,43818,1
747,3,1,1,5764,0
748,25,5,57,46790,0
749,6,1,6,6108,1
750,0,0,2,1962,1
751,1,1,3,1796,0
752,5,0,5,2215,0
753,10,2,20,14937,0
754,1,0,10,2569,0
755,5,1,7,35812,1
756,14,1,18,8402,0
757,1,2,5,10744,0
758,4,3,16,13607,1
759,0,0,0,485,0
760,6,1,9,7116,1
761,24,5,42,48576,0
762,17,3,9,19278,1
763,2,1,11,10997,1
764,1,0,2,12348,0
765,1,0,10,2569,0
766,7,1,5,33278,0
767,12,2,21,18688,0
768,18,3,18,83871,0
769,3,1,3,15742,0
770,11,3,10,19384,0
771,12,3,29,22754,1
772,9,2,13,19794,0
773,16,6,34,67150,4
774,8,0,8,5460,0
775,13,2,8,20968,1
776,16,6,42,55765,1
777,10,1,12,14974,1
778,5,2,3,10699,0
779,28,5,44,37186,1
780,0,0,0,48,0
781,12,1,17,36903,1
782,2,1,5,2016,0
783,26,6,20,52012,1
784,5,1,8,34661,1
785,9,1,8,7792,0
786,0,0,0,512,0
787,6,2,11,4700,0
788,60,7,60,195782,2
789,19,3,25,25329,0
790,62,7,54,188549,2
791,0,0,2,704,0
792,10,2,8,26213,0
793,15,2,11,34525,0
794,0,0,6,1016,0
795,32,8,42,40698,2
796,6,4,4,21569,1
797,4,2,7,38271,1
798,4,2,7,3728,0
799,1,1,5,3269,0
800,1,0,4,956,0
801,17,2,13,28365,1
802,1,0,1,1319,0
803,3,1,9,6221,0
804,7,3,7,20947,1
805,3,0,3,1726,0
806,9,3,10,51486,1
807,11,1,16,20314,1
808,32,4,33,46181,2
809,42,5,58,89422,2
810,2,1,13,8430,0
811,8,4,15,40890,1
812,1,0,6,4187,0
813,21,5,36,32287,0
814,18,2,9,29017,1
815,48,6,56,49799,2
816,31,5,48,43881,1
817,13,4,28,25417,1
818,23,10,11,90032,1
819,0,0,3,1367,0
820,8,2,9,41045,1
821,16,3,27,20218,1
822,4,5,3,122715,0
823,15,2,8,29401,2
824,0,0,2,1295,0
825,7,2,10,35324,2
826,21,6,34,37847,1
827,8,1,6,25196,1
828,20,3,24,28220,0
829,16,5,27,51523,1
830,30,5,55,55139,0
831,26,5,44,59122,2
832,8,1,9,8183,1
833,6,3,34,55495,1
834,9,3,9,10965,0
835,22,5,33,36621,2
836,28,2,25,33881,1
837,5,3,27,24491,0
838,20,9,51,164289,3
839,2,1,7,3618,0
840,7,1,12,10569,1
841,50,5,52,118824,2
842,5,2,10,28660,1
843,0,0,2,594,0
844,4,0,7,7268,0
845,5,1,10,6436,0
846,11,1,16,50158,2
847,3,0,0,9420,0
848,12,3,7,38551,0
849,11,3,13,15206,1
850,9,4,13,27457,1
851,6,4,40,63810,2
852,7,2,11,6361,0
853,8,4,16,18972,1
854,28,7,51,49815,0
855,24,8,25,91139,2
856,1,0,1,8507,0
857,3,0,5,29388,0
858,11,3,18,13352,0
859,24,8,53,112677,4
860,8,2,16,13290,1
861,3,0,4,15331,0
862,9,1,14,10732,1
863,56,8,70,181149,2
864,8,2,21,12778,0
865,25,6,44,34052,0
866,6,2,8,20136,1
867,4,2,4,5450,0
868,4,1,1,32495,0
869,23,3,14,41490,2
870,5,2,13,13023,0
871,4,2,7,8857,0
872,14,5,24,36585,1
873,20,9,58,162443,5
874,0,0,1,875,0
875,0,0,1,204,0
876,43,5,22,36026,2
877,0,0,8,1034,0
878,6,2,9,5725,0
879,1,3,0,78801,0
880,12,3,16,78666,0
881,15,4,11,21584,0
882,14,1,15,9188,1
883,11,4,15,43949,1
884,18,5,32,33575,1
885,17,5,30,33776,1
886,7,0,8,7311,0
887,17,5,22,26383,1
888,0,0,0,5286,0
889,0,0,0,1448,0
890,58,7,43,200225,1
891,17,4,32,32156,1
892,11,2,13,12587,1
893,27,4,28,52195,1
894,0,0,3,6645,0
895,0,0,4,15361,0
896,42,6,28,51918,2
897,6,5,33,60449,2
898,11,3,24,34155,0
899,0,0,1,186,0
900,1,0,1,427,0
901,15,1,19,58029,1
902,0,0,1,204,0
903,24,4,16,28293,2
904,3,1,5,6499,1
905,19,5,34,45256,0
906,1,1,2,3223,0
907,2,0,1,1470,0
908,11,3,20,15699,0
909,16,2,21,18108,1
910,12,3,7,41037,0
911,8,2,9,8888,0
912,4,1,2,3334,0
913,1,0,10,2488,0
914,18,2,18,58401,0
915,9,2,16,33189,1
916,3,2,5,3874,0
917,0,1,3,9198,0
918,0,0,1,629,0
919,3,0,0,10143,0
920,11,3,27,20719,1
921,17,3,9,25587,1
922,4,0,3,1846,0
923,6,0,12,5692,0
924,5,2,8,21092,1
925,8,1,6,24574,1
926,0,0,0,1350,0
927,85,12,94,248989,3
928,27,2,10,23690,2
929,11,1,14,13643,0
930,5,0,7,38830,2
931,7,3,21,17365,1
932,12,8,30,48014,1
933,21,4,34,29795,0
934,11,3,11,19644,0
935,16,3,11,32427,1
936,4,1,9,3158,0
937,49,7,71,222467,1
938,14,3,10,21940,2
939,13,1,20,16582,0
940,11,1,14,13357,1
941,10,1,13,9680,1
942,8,2,21,29639,0
943,0,0,9,1353,0
944,1,1,4,32330,0
945,61,7,53,187934,2
946,50,5,40,110346,1
947,24,6,19,65632,1
948,6,0,4,20710,0
949,2,1,16,10396,1
950,11,4,27,17883,0
951,0,0,0,11,0
952,47,6,29,113155,1
953,11,3,26,21020,1
954,12,6,24,71015,4
955,8,1,15,10744,0
956,16,3,40,151183,0
957,6,1,4,6526,0
958,4,3,24,35630,1
959,4,1,4,8796,1
960,31,5,25,39288,1
961,0,0,0,21,0
962,12,2,9,24881,1
963,15,5,10,34283,2
964,6,2,14,12142,0
965,6,1,7,40119,1
966,27,3,40,40023,1
967,0,0,2,750,0
968,42,3,37,42080,2
969,26,3,34,39146,0
970,7,0,4,6244,1
971,13,5,8,47754,0
972,9,1,16,57732,1
973,9,1,10,10641,1
974,35,7,29,79371,2
975,18,4,15,29028,1
976,32,5,50,147970,2
977,9,3,24,22149,0
978,18,5,42,72654,1
979,12,1,16,10302,1
980,0,0,1,512,0
981,18,2,9,29005,1
982,5,0,11,4514,0
983,17,4,27,33228,0
984,17,7,34,89960,4
985,25,3,10,23800,1
986,13,2,18,39406,1
987,10,3,14,41019,1
988,3,2,4,3195,0
989,4,0,3,7125,0
990,0,0,4,95,0
991,42,5,28,48932,1
992,1,0,3,833,0
993,46,5,29,132423,0
994,9,4,23,52399,1
995,2,0,3,6901,0
996,15,6,57,154446,3
997,14,1,18,11162,1
998,0,0,3,6218,0
999,9,3,9,11194,0
1000,4,2,18,34464,0
1001,0,0,0,126,0
1002,9,3,8,25635,0
1003,1,1,2,1797,0
1004,7,2,12,10537,0
1005,2,1,14,10465,1
1006,7,1,7,10931,1
1007,8,2,7,20759,1
1008,3,1,2,2108,0
1009,9,3,20,18143,0
1010,8,2,18,10917,0
1011,17,6,21,50636,0
1012,23,6,35,32240,2
1013,14,6,28,75203,4
1014,6,3,9,46741,1
1015,1,0,2,7410,0
1016,48,10,71,250481,4
1017,5,1,12,16934,1
1018,5,3,11,23464,1
1019,14,1,13,16187,1
1020,9,2,11,27695,0
1021,4,0,3,4340,0
1022,13,1,17,12459,1
1023,5,1,9,5782,0
1024,7,1,5,22920,1
1025,0,0,1,584,0
1026,21,5,12,57174,1
1027,10,3,12,25189,0
1028,9,3,10,8659,0
1029,21,3,11,20315,2
1030,8,2,21,13476,0
1031,0,0,3,690,0
1032,4,2,20,35659,0
1033,6,0,7,9220,0
1034,9,3,12,34891,1
1035,9,6,19,22730,1
1036,6,1,5,5892,1
1037,2,0,0,2085,0
1038,47,9,85,217138,2
1039,24,6,18,82226,1
1040,1,0,10,3197,0
1041,18,8,60,158469,4
1042,5,1,9,13583,0
1043,10,2,22,21265,0
1044,37,7,34,95293,1
1045,7,1,10,8964,0
1046,11,0,9,29263,0
1047,0,0,2,5217,0
1048,3,3,9,14827,0
1049,3,2,9,13761,1
1050,2,0,3,4322,0
1051,22,3,17,20839,1
1052,2,1,8,4850,0
1053,8,3,17,29773,0
1054,9,1,6,14706,0
1055,7,2,32,55448,2
1056,18,7,37,74783,4
1057,5,1,5,8464,1
1058,11,4,13,22764,1
1059,17,2,27,17471,1
1060,0,0,0,1641,0
1061,5,1,10,12262,1
1062,45,5,55,110621,2
1063,8,1,9,12236,0
1064,13,3,17,14565,0
1065,7,2,26,19504,0
1066,12,3,31,126592,0
1067,0,0,1,2419,0
1068,2,1,6,3254,0
1069,0,0,1,1238,1
1070,13,6,42,128463,3
1071,43,5,34,55951,2
1072,5,2,11,22692,1
1073,8,3,8,50768,1
